number,position,name,club,age,height,weight,country,active,twitter
,M,Kevin Durr,,23,6',165,,Inactive,No Twitter
10,M,Alan Dzagoev,Russia,24,5' 10",154,Russia,Inactive,No Twitter
10,F,Edin Dzeko,Bosnia-Herzegovina,28,6' 4",176,Bosnia and Herzegovina,Inactive,No Twitter
15,M,Blerim Dzemaili,Switzerland,28,5' 10",161,Macedonia,Inactive,No Twitter
2,D,Danny Earls,,25,5' 9",160,Ireland,Inactive,No Twitter
,F,Robert Earnshaw,,33,5' 8",160,Zambia,Inactive,RobertEarnshaw
,D,Richard Eckersley,,25,6',169,England,Inactive,No Twitter
11,F,Eder,Portugal,27,6' 2",179,Guinea-Bissau,Inactive,No Twitter
37,F,Edu,,36,6',175,Brazil,Inactive,No Twitter
22,F,Eduardo,Croatia,31,5' 11",161,Brazil,Inactive,No Twitter
1,GK,Eduardo,Portugal,32,6' 1",185,Portugal,Inactive,No Twitter
27,D/M,Edson Edward,,26,6',205,Canada,Inactive,No Twitter
,D,Albert Edward,,2015,6',170,Australia,Inactive,No Twitter
,GK,Earl Edwards Jr.,,23,6' 3",200,,Inactive,earljrucla
6,D,Azubuike Egwuekwe,Nigeria,25,5' 10",168,Nigeria,Inactive,No Twitter
16,GK,Austin Ejide,Nigeria,30,6' 3",198,Nigeria,Inactive,No Twitter
,F/M,Sindre Ek,,24,5' 9",150,Norway,Inactive,No Twitter
17,M,Emmanuel Ekpo,,27,6' 2",165,Nigeria,Inactive,No Twitter
17,F,Yann Ekra,,24,5' 11",155,Ivory Coast,Inactive,No Twitter
7,M,Simon Elliott,,40,6',185,New Zealand,Inactive,No Twitter
3,D,Jonas Elmer,,26,5' 9",152,Switzerland,Inactive,No Twitter
9,F,Emmanuel Emenike,Nigeria,27,6',165,Nigeria,Inactive,No Twitter
11,F,Luciano Emilio,,36,5' 11",175,Brazil,Inactive,No Twitter
13,M,Steven Emory,,25,6',170,USA,Inactive,No Twitter
2,D,Logan Emory,,27,6' 1",185,USA,Inactive,No Twitter
7,M,Yasuhito Endo,Japan,35,5' 10",165,Japan,Inactive,No Twitter
,F,Tyler Engel,,22,5' 8",168,,Inactive,No Twitter
18,M,Eyong Enoh,Cameroon,28,6',154,Cameroon,Inactive,No Twitter
1,GK,Vincent Enyeama,Nigeria,32,6' 2",174,Nigeria,Inactive,No Twitter
31,M,Hogan Ephraim,,26,5' 8",154,England,Inactive,No Twitter
3,D,Frickson Erazo,Ecuador,26,5' 11",141,Ecuador,Inactive,No Twitter
12,M,Erick,,26,5' 10",158,Brazil,Inactive,No Twitter
,F,Jesse Escalante,,24,5' 9",155,,Inactive,No Twitter
,M/F,Andrés Escobar,,23,5' 6",145,Colombia,Inactive,No Twitter
22,GK,Donis Escober,Honduras,33,5' 11",168,Honduras,Inactive,No Twitter
15,M,Roger Espinoza,Honduras,28,5' 10",159,Honduras,Inactive,No Twitter
5,M,Michael Essien,Ghana,32,5' 10",187,Ghana,Inactive,No Twitter
,F,Benny Estes,,23,6' 2",170,,Inactive,No Twitter
25,D,Chris Estridge,,25,5' 11",160,USA,Inactive,@Chris_Estridge
99,F,Víctor Estupiñán,,26,5' 10",165,Ecuador,Inactive,No Twitter
10,M,Marco Etcheverry,,44,5' 9",190,Bolivia,Inactive,No Twitter
9,F,Samuel Eto'o,Cameroon,33,5' 11",165,Cameroon,Inactive,No Twitter
,M,Uwem Etuk,,23,5' 9",146,,Inactive,No Twitter
,M,Steven Evans,,23,6' 1",180,USA,Inactive,Steven_Evans5
3,D,Patrice Evra,France,33,5' 9",168,Senegal,Inactive,No Twitter
,F/M,Kene Eze,,23,6' 2",175,United States,Inactive,No Twitter
8,M,Marco Fabián,Mexico,25,5' 7",154,Mexico,Inactive,No Twitter
10,M,Cesc Fàbregas,Spain,27,5' 11",152,Spain,Inactive,No Twitter
,D,Ashani Fairclough,,22,6' 2",165,Jamaica,Inactive,No Twitter
11,M,Gabriel Farfan,CD Chivas USA,26,5' 10",165,USA,Inactive,Gfarfan88
,M,Roberto Farfan,,24,5' 10",160,,Inactive,No Twitter
22,F,Rodrigo Faria,,37,6' 1",150,Brazil,Inactive,No Twitter
20,M,Viktor Fayzulin,Russia,28,5' 9",159,Russia,Inactive,No Twitter
10,M/F,Sofiane Feghouli,Algeria,25,5' 10",156,France,Inactive,No Twitter
23,D/M,Mobi Fehr,,20,6',160,USA,Inactive,mobes6
12,GK,Jasmin Fejzić,Bosnia-Herzegovina,28,6' 6",210,Bosnia and Herzegovina,Inactive,No Twitter
8,M,Marouane Fellaini,Belgium,27,6' 4",187,Belgium,Inactive,No Twitter
,F,Marc Fenelus,,22,5' 10",160,Haiti,Inactive,No Twitter
18,M,Leroy Fer,Netherlands,25,6' 2",174,Netherlands,Inactive,No Twitter
22,M,Leo Fernandes,Philadelphia Union,23,6' 1",165,,Inactive,No Twitter
16,M,Gelson Fernandes,Switzerland,28,6',154,Cape Verde,Inactive,No Twitter
4,M,Álvaro Fernández,Chicago Fire,29,6' 1",159,Uruguay,Inactive,@flaco_fernandez
,GK,Raúl Fernández,,29,6' 1",178,Peru,Inactive,raulfernandezv1
,F/M,Sebastián Fernández,,25,5' 7",165,Uruguay,Inactive,No Twitter
,D,Cristian Fernández,,29,5' 10",170,Spain,Inactive,No Twitter
17,D,Federico Fernández,Argentina,25,6' 2",179,Argentina,Inactive,No Twitter
13,M,Augusto Fernández,Argentina,28,5' 10",156,Argentina,Inactive,No Twitter
5,M,Fernandinho,Brazil,29,5' 9",148,Brazil,Inactive,No Twitter
88,F,Gabriel Ferrari,,26,6' 2",185,USA,Inactive,No Twitter
,D,Matteo Ferrari,,35,6' 2",195,Algeria,Inactive,Matteo27Ferrari
10,M/F,David Ferreira,,35,5' 5",145,Colombia,Inactive,No Twitter
,D,Brian Feteke,,23,6' 1",160,USA,Inactive,No Twitter
18,M,Giannis Fetfatzidis,Greece,24,5' 6",141,Greece,Inactive,No Twitter
1,GK,Loic Feudjou,Cameroon,22,5' 10",,,Inactive,No Twitter
3,D,Maynor Figueroa,Honduras,31,5' 11",187,Honduras,Inactive,No Twitter
,D,Jamie Finch,,25,5' 9",155,USA,Inactive,No Twitter
,F,Ryan Finley,,23,6',180,United States,Inactive,Ryan_Finley9
,D,Oniel Fisher,,23,5' 9",155,Jamaica,Inactive,No Twitter
,M,Ben Fisk,,24,5' 11",,USA,Inactive,No Twitter
21,F,Caleb Folan,,32,6' 2",178,England,Inactive,No Twitter
,F,Matthew Fondy,,25,6' 1",187,USA,Inactive,mfondy
,GK,Andrew Fontein,,24,6' 1",180,USA,Inactive,No Twitter
10,F,Diego Forlán,Uruguay,35,5' 11",165,Uruguay,Inactive,No Twitter
22,GK,Fraser Forster,England,26,6' 7",,England,Inactive,No Twitter
,M,Kostas Fortounis,Greece,22,6',154,Greece,Inactive,No Twitter
,D,Shaun Foster,,2015,6' 2",175,England,Inactive,No Twitter
13,GK,Ben Foster,England,31,6' 3",174,England,Inactive,No Twitter
6,M,Daniel Fragoso,,32,5' 8",160,Spain,Inactive,No Twitter
12,D,Waylon Francis,Costa Rica,24,5' 9",160,Costa Rica,Inactive,No Twitter
10,F,Guillermo Franco,,38,5' 11",168,Argentina,Inactive,No Twitter
,D,Joe Franco,CD Chivas USA,25,5' 9",150,United States,Inactive,JO3FRANCO
,D,Marco Franco,,23,5' 11",155,USA,Inactive,shmushmarco
,F,Christiano François,,21,5' 7",140,Haiti,Inactive,No Twitter
,GK,Victor Francoz,,24,5' 10",175,France,Inactive,No Twitter
2,D/M,Ivan Franjić,Australia,27,5' 11",170,Australia,Inactive,No Twitter
26,M,Floyd Franks,,30,5' 10",165,USA,Inactive,No Twitter
4,D,Robin Fraser,,48,6' 1",175,Jamaica,Inactive,No Twitter
9,F,Fred,Brazil,31,6' 1",185,Brazil,Inactive,No Twitter
,D,Hunter Freeman,,30,5' 11",170,USA,Inactive,huntfree
17,D,Jaime Frias Flores,,22,6',174,United States,Inactive,No Twitter
8,M,Erik Friberg,,29,5' 11",154,Sweden,Inactive,erikfriberg8
,D,Brandon Fricke,,2015,6' 1",180,,Inactive,No Twitter
1,G,Bradley Friedel,,43,6' 4",200,USA,Inactive,No Twitter
,D,Ross Friedman,,23,5' 9",155,USA,Inactive,RFriedman4
23,D,Arne Friedrich,,35,6' 1",170,Germany,Inactive,ArneFriedrich
,F,Rob Friend,,34,6' 5",205,Canada,Inactive,No Twitter
,F,Evans Frimpong,,25,5' 8",141,Ghana,Inactive,No Twitter
22,M,Torsten Frings,,38,5' 11",170,Germany,Inactive,No Twitter
4,D,Jorge Fucile,Uruguay,30,5' 10",161,Uruguay,Inactive,No Twitter
19,M/D,Jose Fuenzalida,Chile,29,5' 7",161,Chile,Inactive,No Twitter
,F,Adnan Gabeljic,,22,6' 3",200,Bosnia and Herzegovina,Inactive,No Twitter
4,M,Reuben Gabriel,Nigeria,24,6' 5",190,Nigeria,Inactive,No Twitter
,M,Adriano Gabriele,,24,6' 2",177,United States,Inactive,No Twitter
,M,Adriano Gabriele,,24,6' 2",177,United States,Inactive,No Twitter
,D,Jordan Gafa,,24,5' 10",165,USA,Inactive,No Twitter
5,M,Fernando Gago,Argentina,28,5' 9",161,Argentina,Inactive,No Twitter
18,GK,Eugene Galekovic,Australia,33,6' 1",201,Australia,Inactive,No Twitter
13,F,Maykel Galindo,,34,5' 10",165,Cuba,Inactive,mgalindo11
,D,John Gallagher,Chicago Fire,24,5' 10",160,United States,Inactive,JGSoccerPSU15
,D,Bryan Gallego,,21,5' 10",165,USA,Inactive,Gallego_Bryan
16,D,Cristian Gamboa,Costa Rica,25,5' 9",148,Costa Rica,Inactive,No Twitter
2,D,Ezequiel Garay,Argentina,28,6' 2",187,Argentina,Inactive,No Twitter
,F,Ricky Garbanzo,,22,5' 7",140,Costa Rica,Inactive,RickyGarbanzo
,D,Kevin Garcia,,24,6' 2",186,,Inactive,No Twitter
38,D,Gienir García,,25,6',159,Mexico,Inactive,No Twitter
14,M,Boniek García,Honduras,30,6',175,Honduras,Inactive,No Twitter
6,D,Juan Carlos García,Honduras,26,6' 2",,Honduras,Inactive,No Twitter
31,D/M,Josh Gardner,,32,5' 11",162,USA,Inactive,Gardner31
,D,Sage Gardner,,22,5' 10",160,USA,Inactive,No Twitter
9,F,Jason Garey,,30,6',180,USA,Inactive,No Twitter
5,M,Walter Gargano,Uruguay,30,5' 6",143,Uruguay,Inactive,No Twitter
19,M,Luis Garrido,Honduras,24,5' 7",,Honduras,Inactive,No Twitter
,M,Sam Garza,,25,5' 11",160,USA,Inactive,SamGarza17
88,GK,Bill Gaudette,,33,6' 2",205,USA,Inactive,No Twitter
35,D,Bryan Gaul,,25,6' 5",200,USA,Inactive,bryangaul23
12,M/F,Eddie Gaven,,28,6',165,USA,Inactive,No Twitter
15,M,Blair Gavin,,26,6',165,USA,Inactive,@BGavin7
17,F,Mario Gavranovic,Switzerland,25,5' 9",150,Switzerland,Inactive,No Twitter
16,GK,Sylvain Gbohouo,Ivory Coast,2015,6' 3",,Ivory Coast,Inactive,No Twitter
17,F,Fanis Gekas,Greece,34,5' 11",156,Greece,Inactive,No Twitter
92,F,Giuseppe Gentile,,22,6',165,USA,Inactive,No Twitter
4,M,Steven Gerrard,England,34,6',183,England,Inactive,No Twitter
8,M,Steven Gerrard,LA Galaxy,34,6',183,England,Inactive,No Twitter
10,F,Gervinho,Ivory Coast,27,5' 10",150,Ivory Coast,Inactive,No Twitter
9,F,Nabil Ghilas,Algeria,24,6',187,France,Inactive,No Twitter
16,F,Reza Ghoochannejhad,Iran,27,5' 11",179,Iran,Inactive,No Twitter
3,D,Faouzi Ghoulam,Algeria,24,6' 1",176,France,Inactive,No Twitter
5,D,Cory Gibbs,,35,6' 1",180,USA,Inactive,No Twitter
40,M,Gilberto,,26,6' 2",180,Brazil,Inactive,No Twitter
,M,Luca Gimenez,,2015,5' 10",160,Brazil,Inactive,LucaGimenez11
13,D,José María Giménez,Uruguay,20,6' 1",176,Uruguay,Inactive,No Twitter
3,D,Matthias Ginter,Germany,21,6' 2",187,Germany,Inactive,No Twitter
9,F,Olivier Giroud,France,28,6' 4",203,France,Inactive,No Twitter
17,M,Joey Gjertsen,,32,5' 9",165,USA,Inactive,JGjertsen17
4,D,Gláuber,,31,6' 3",180,Brazil,Inactive,No Twitter
12,GK,Panagiotis Glikos,Greece,28,6' 2",,Greece,Inactive,No Twitter
8,M,Denis Glushakov,Russia,28,5' 10",159,Russia,Inactive,No Twitter
3,D,Diego Godín,Uruguay,29,6' 1",161,Uruguay,Inactive,No Twitter
26,M,Matt Gold,,26,5' 9",165,USA,Inactive,mattgoald
,D,Travis Golden,,22,6' 1",160,USA,Inactive,No Twitter
2,D,Kevin Goldthwaite,,32,6' 1",180,USA,Inactive,No Twitter
10,M,Christian Gomez,,40,5' 8",157,Argentina,Inactive,No Twitter
6,M,Gabriel Gómez,,30,6',178,Panama,Inactive,gavilangomez06
,D,Chris Gomez,,23,6' 2",170,United States,Inactive,No Twitter
,M,Jose Gomez,,24,5' 9",155,Mexico,Inactive,No Twitter
,GK,Tomas Gomez,,2015,6' 2",190,Mexico,Inactive,No Twitter
23,GK,Shuichi Gonda,Japan,25,6' 2",183,Japan,Inactive,No Twitter
22,M/F,Nelson González,,26,5' 6",154,Argentina,Inactive,No Twitter
3,D,Juan Diego González,,34,6',160,Colombia,Inactive,No Twitter
29,F,Santiago González,Montreal Impact,23,5' 7",160,Uruguay,Inactive,No Twitter
,D,Giancarlo Gonzalez,,27,6' 3",185,Costa Rica,Inactive,No Twitter
3,D,Giancarlo González,Costa Rica,27,6' 3",185,Costa Rica,Inactive,No Twitter
3,D,Omar Gonzalez,USA,26,6' 5",205,USA,Inactive,No Twitter
20,M,Álvaro González,Uruguay,30,5' 9",159,Uruguay,Inactive,No Twitter
,F,Alexandre Gonzalez Emerson,,22,5' 7",145,USA,Inactive,No Twitter
,GK,Scott Goodwin,,24,6',185,USA,Inactive,No Twitter
2,D,Scott Gordon,,26,6' 4",190,USA,Inactive,No Twitter
,F,Oliver Gore,,2015,6' 2",185,,Inactive,No Twitter
,F,Yuri Gorentzvaig,,24,6' 2",178,Brazil,Inactive,No Twitter
,M,Leon Goretzka,Germany,20,6' 2",168,Germany,Inactive,No Twitter
,D,Andreas Görlitz,,33,5' 11",165,Germany,Inactive,No Twitter
19,M,Mario Götze,Germany,22,5' 9",141,Gemany,Inactive,No Twitter
15,M,Max Gradel,Ivory Coast,27,5' 9",152,Ivory Coast,Inactive,No Twitter
,F,Jochen Graf,,25,6',180,,Inactive,No Twitter
26,D,Taylor Graham,,34,6' 4",190,USA,Inactive,No Twitter
13,M,Oscar Esteban Granados,Costa Rica,29,6',163,Costa Rica,Inactive,No Twitter
13,D,Vladimir Granat,Russia,27,6',176,Russia,Inactive,No Twitter
,D,Brock Granger,,23,5' 9",155,USA,Inactive,No Twitter
14,D,Jordan Graye,,27,6' 2",170,USA,Inactive,No Twitter
10,M,Sebastián Grazzini,,34,5' 11",165,Argentina,Inactive,No Twitter
,M,Michael Green,,25,5' 10",175,,Inactive,No Twitter
16,M/F,Julian Green,USA,19,5' 7",140,USA,Inactive,No Twitter
,D,Joseph Greenspan,,22,6' 6",209,,Inactive,joe_greenspan20
11,M/F,Antoine Griezmann,France,23,5' 9",148,France,Inactive,No Twitter
14,F,Maxwell Griffin,,27,6',173,USA,Inactive,No Twitter
21,M,Leandre Griffit,,30,5' 8",155,France,Inactive,No Twitter
32,D,Brenton Griffiths,Colorado Rapids,24,6' 3",165,,Inactive,inzahgi_23mb
,M,Brian Groark,,25,5' 9",150,,Inactive,No Twitter
2,M/D,Kevin Großkreutz,Germany,26,6' 1",170,Germany,Inactive,No Twitter
,M,Cole Grossman,,25,6' 1",175,USA,Inactive,No Twitter
,G,Andy Gruenebaum,,32,6' 1",175,USA,Inactive,gbaum30
23,M,Carlos Gruezo,Ecuador,19,5' 7",148,Ecuador,Inactive,No Twitter
1,GK,Michael Gspurning,,33,6' 5",205,Austria,Inactive,@MGspurning
2,D,Jorge Guagua,Ecuador,33,5' 10",143,Ecuador,Inactive,No Twitter
8,M,Bruno Guarda,,29,5' 8",155,Brazil,Inactive,BruninhoGuarda
18,M/D,Andrés Guardado,Mexico,28,5' 6",132,Mexico,Inactive,No Twitter
13,M,Fredy Guarín,Colombia,28,6',170,Colombia,Inactive,No Twitter
,M,Adlene Guedioura,Algeria,29,5' 10",178,France,Inactive,No Twitter
20,M,Amado Guevara,,38,5' 11",155,Honduras,Inactive,No Twitter
94,F,Kellen Gulley,,20,6',178,USA,Inactive,No Twitter
17,M,Luiz Gustavo,Brazil,27,6' 1",176,Brazil,Inactive,No Twitter
16,M,Felipe Gutiérrez,Chile,24,5' 7",,Chile,Inactive,No Twitter
9,F,Teófilo Gutiérrez,Colombia,29,5' 10",183,Colombia,Inactive,No Twitter
9,F,Sercan Güvenisik,,34,5' 9",157,Germany,Inactive,SercanGuvenisik
13,M,Ryan Guy,,29,5' 7",160,USA,Inactive,rmguy12
18,G,Bradley Guzan,,30,6' 3",210,USA,Inactive,No Twitter
12,GK,Brad Guzan,USA,30,6' 4",209,USA,Inactive,No Twitter
3,F,Asamoah Gyan,Ghana,29,6' 1",176,Ghana,Inactive,No Twitter
,F,Kofi Gyawu,,23,6' 3",195,,Inactive,No Twitter
11,M,Ghasem Hadadifar,Iran,31,5' 11",,Iran,Inactive,No Twitter
21,M,Anel Hadzic,Bosnia-Herzegovina,25,6',161,Bosnia and Herzegovina,Inactive,No Twitter
12,GK,Alireza Haghighi,Iran,26,6' 4",176,Iran,Inactive,No Twitter
8,M,Reza Haghighi,Iran,26,6' 5",,Iran,Inactive,No Twitter
,GK,Marcus Hahnemann,,42,6' 3",220,USA,Inactive,hahnemann1
31,D,Andre Hainault,,28,6',175,Canada,Inactive,andrehainault
20,M,Izet Hajrovic,Bosnia-Herzegovina,23,5' 10",156,Switzerland,Inactive,No Twitter
3,D/M,Ehsan Hajsafi,Iran,24,5' 9",163,Iraq,Inactive,No Twitter
41,GK,Freddy Hall,,29,6' 2",180,Bermuda,Inactive,@FreddyHall
5,D,Rafik Halliche,Algeria,28,6' 2",170,Algeria,Inactive,No Twitter
10,M,Ben Halloran,Australia,22,5' 11",161,Australia,Inactive,No Twitter
,M,Harrison Hanley,,23,5' 10",168,USA,Inactive,No Twitter
7,F,Kevin Harbottle,,24,5' 7",160,Chile,Inactive,No Twitter
,M/F,Chris Harmon,,24,5' 6",150,,Inactive,No Twitter
13,F,Wolde Harris,,41,5' 10",190,Jamaica,Inactive,No Twitter
,D,Michael Harris,,2015,5' 10",,USA,Inactive,No Twitter
32,GK,Chase Harrison,,30,6' 3",185,USA,Inactive,No Twitter
22,D/M,Wes Hart,,37,5' 7",155,USA,Inactive,No Twitter
1,GK,Joe Hart,England,27,6' 4",183,England,Inactive,No Twitter
1,GK,Kevin Hartman,,40,6' 1",196,USA,Inactive,KevinEHartman
17,M,Makoto Hasebe,Japan,31,5' 11",159,Japan,Inactive,No Twitter
29,F,Eric Hassli,,33,6' 4",200,France,Inactive,liam2929
10,M,Eden Hazard,Belgium,24,5' 7",152,Belgium,Inactive,No Twitter
6,D,Jay Heaps,,38,5' 9",155,USA,Inactive,No Twitter
24,D,Cyprian Hedrik,,25,6',170,Cameroon,Inactive,Cyp_on_it
,F/M,Chris Hegngi,,23,6' 2",180,United States,Inactive,SirChristopher9
29,F,Tom Heinemann,,27,6' 4",180,USA,Inactive,No Twitter
6,D,Frankie Hejduk,,40,5' 8",155,USA,Inactive,No Twitter
39,M,Harrison Henao,,27,5' 9",155,Colombia,Inactive,No Twitter
14,M,Jordan Henderson,England,24,6',148,England,Inactive,No Twitter
,F/M,Coleton Henning,,25,5' 11",170,,Inactive,No Twitter
15,D,Henrique,Brazil,28,6' 3",172,Brazil,Inactive,No Twitter
,F,Thierry Henry,,37,6' 2",183,France,Inactive,No Twitter
,D,Doneil Henry,,21,6' 1",194,Canada,Inactive,No Twitter
38,M,Kai Herdling,,30,5' 7",170,Germany,Inactive,No Twitter
2,D/M,Daniel Hernandez,,38,5' 11",165,USA,Inactive,hernandezsoccer
,F,Cristhian Hernandez,,21,5' 11",160,Mexico,Inactive,HernandezCris23
14,F,Javier Hernández,Mexico,26,5' 9",137,Mexico,Inactive,No Twitter
8,F,Abel Hernández,Uruguay,24,6' 1",161,Uruguay,Inactive,No Twitter
18,M,Hernanes,Brazil,29,5' 11",168,Brazil,Inactive,No Twitter
6,M,Héctor Herrera,Mexico,24,5' 11",163,Mexico,Inactive,No Twitter
23,GK,Johnny Herrera,Chile,33,6',187,Chile,Inactive,No Twitter
,GK,Doug Herrick,,2015,6' 3",,,Inactive,No Twitter
,F,Corey Hertzog,,24,6',172,USA,Inactive,CoreyHertzog
,GK,William Hesmer,,33,6' 2",195,USA,Inactive,No Twitter
9,F,Son Heung-Min,South Korea,22,6',168,South Korea,Inactive,No Twitter
2,D/M,Khosro Heydari,Iran,31,5' 9",,Iran,Inactive,No Twitter
9,F,Gonzalo Higuaín,Argentina,27,6',181,France,Inactive,No Twitter
,F,Kamani Hill,,29,6',175,USA,Inactive,kamani11
,F,Walter Hines,,2015,5' 7",140,,Inactive,No Twitter
,D,Anthony Hobbs,,23,6',185,New Zealand,Inactive,No Twitter
,D,Ian Hogg,,25,5' 11",160,New Zealand,Inactive,No Twitter
,M/F,Jaineil Hoilett,,22,,,Canada,Inactive,No Twitter
24,GK,Thorne Holder,,28,6' 4",184,Trinidad and Tobago,Inactive,Thorneholder
20,D,Jose Holebas,Greece,30,6',174,Germany,Inactive,No Twitter
5,D,Markus Holgersson,,29,6' 2",174,Sweden,Inactive,No Twitter
16,M,James Holland,Australia,25,6',168,Australia,Inactive,No Twitter
26,D,Michael Holody,,27,6' 3",206,USA,Inactive,No Twitter
24,GK,Brian Holt,,26,5' 8",160,USA,Inactive,No Twitter
4,M/F,Keisuke Honda,Japan,28,6',163,Japan,Inactive,No Twitter
,M,Vladimir Eric Hood,,19,,,,Inactive,No Twitter
18,F,Matt Horth,,25,6' 3",195,USA,Inactive,No Twitter
27,F,Aaron Horton,,22,5' 9",165,USA,Inactive,No Twitter
31,GK,Alex Horwath,,27,6' 4",185,USA,Inactive,AlexHorwath
4,D,Jalal Hosseini,Iran,33,5' 10",185,Iran,Inactive,No Twitter
91,D,Sacir Hot,,23,6' 1",185,USA,Inactive,No Twitter
12,F,Levi Houapeu,,25,5' 8",160,Ivory Coast,Inactive,No Twitter
18,G,Tim Howard,,35,6' 3",210,USA,Inactive,No Twitter
1,GK,Tim Howard,USA,35,6' 3",194,USA,Inactive,No Twitter
4,D,Benedikt Höwedes,Germany,26,6' 1",176,Germany,Inactive,No Twitter
7,F,Hulk,Brazil,28,5' 11",168,Brazil,Inactive,No Twitter
5,D,Mats Hummels,Germany,26,6' 4",198,Germany,Inactive,No Twitter
,D,Benjamin Hunt,,25,6',176,New Zealand,Inactive,No Twitter
19,F,Klaas-Jan Huntelaar,Netherlands,31,6' 1",172,Netherlands,Inactive,No Twitter
23,M,Taylor Hunter,,21,6',160,,Inactive,No Twitter
,D,Jhon Kennedy Hurtado,,30,6',183,Colombia,Inactive,No Twitter
2,M,Jacob Hustedt,,25,5' 8",170,USA,Inactive,No Twitter
31,D,Kyle Hyland,,23,5' 7",155,USA,Inactive,KyleHyland31
,D,Patrick Ianni,,29,6' 1",175,USA,Inactive,No Twitter
3,D,Dennis Iapichino,,24,5' 10",160,Switzerland,Inactive,No Twitter
14,F,Víctor Ibarbo,Colombia,24,6' 2",174,Colombia,Inactive,No Twitter
,M,Miguel Ibarra,,2015,,,,Inactive,No Twitter
5,M,Renato Ibarra,Ecuador,24,5' 7",,Ecuador,Inactive,No Twitter
,D,Christian Ibeagha,,25,6' 2",190,Nigeria,Inactive,No Twitter
,D,Tolani Ibikunle,,22,5' 11",162,USA,Inactive,No Twitter
9,F,Vedad Ibisevic,Bosnia-Herzegovina,30,6' 2",181,Bosnia and Herzegovina,Inactive,No Twitter
17,M,Senijad Ibricic,Bosnia-Herzegovina,29,5' 11",179,Bosnia and Herzegovina,Inactive,No Twitter
4,D,Sergei Ignashevich,Russia,35,6' 1",181,Russia,Inactive,No Twitter
3,D,Ugo Ihemelu,,31,6',178,Nigeria,Inactive,No Twitter
,F,Hakan Ilhan,,27,6' 1",175,Germany,Inactive,No Twitter
,F,Dimitry Imbongo,,24,6',160,Democratic Republic of the Congo,Inactive,No Twitter
17,F,Ciro Immobile,Italy,24,6' 1",174,Italy,Inactive,No Twitter
6,M,Andrés Iniesta,Spain,30,5' 7",143,Spain,Inactive,No Twitter
2,D,Samuel Inkoom,Ghana,25,5' 10",165,Ghana,Inactive,No Twitter
,D,Samuel Inkoom,,25,5' 10",,Ghana,Inactive,No Twitter
8,M,Gökhan Inler,Switzerland,30,6',176,Switzerland,Inactive,No Twitter
19,D,Masahiko Inoha,Japan,29,5' 10",161,Japan,Inactive,No Twitter
22,F,Lorenzo Insigne,Italy,23,5' 4",129,Italy,Inactive,No Twitter
21,M,Aleksei Ionov,Russia,26,5' 10",150,Russia,Inactive,No Twitter
31,M,Marvin Iraheta,,22,5' 9",155,El Salvador,Inactive,MarvinIraheta92
3,D,Andy Iro,,30,6' 5",205,England,Inactive,andyiro4
4,D,Mauricio Isla,Chile,26,5' 10",159,Chile,Inactive,No Twitter
,F,Paul Islas,CD Chivas USA,2015,5' 7",,USA,Inactive,No Twitter
16,GK,Charles Itandje,Cameroon,32,6' 4",198,France,Inactive,No Twitter
,M,Arthur Ivo,,25,5' 9",166,,Inactive,No Twitter
,F,Cameron Iwasa,,21,5' 10",190,,Inactive,cam31iwasa
7,D,Emilio Izaguirre,Honduras,28,5' 10",170,Honduras,Inactive,No Twitter
13,M,Koo Ja-Cheol,South Korea,25,6',161,South Korea,Inactive,No Twitter
,M/F,Tom Jackson,,24,5' 11",,New Zealand,Inactive,No Twitter
,F,Daniel Jackson,,2015,6' 1",165,USA,Inactive,No Twitter
,GK,Larry Jackson,,24,6' 1",180,United States,Inactive,LarryFVJackson
6,D,Phil Jagielka,England,32,5' 11",192,England,Inactive,No Twitter
9,M,Alireza Jahanbakhsh,Iran,21,5' 11",,Iran,Inactive,No Twitter
5,D,Dejan Jakovic,,29,6' 2",186,Croatia,Inactive,@DejanJakovic
26,D,Julius James,,30,6',180,Trinidad and Tobago,Inactive,mrjuliusjames
36,M,Evan James,,24,5' 11",161,Canada,Inactive,BarringtonJ
14,D,Greg Janicki,,30,6' 3",190,USA,Inactive,janickizzle
7,D,Daryl Janmaat,Netherlands,25,6' 1",176,Netherlands,Inactive,No Twitter
7,M,Josh Janniere,,22,5' 7",160,Canada,Inactive,joshjanniere07
,D,Marcell Jansen,Germany,29,6' 3",196,Germany,Inactive,No Twitter
20,M,Adnan Januzaj,Belgium,20,6',165,Belgium,Inactive,No Twitter
,F,Nate Jaqua,,33,6' 3",180,USA,Inactive,No Twitter
15,F,Matias Jara,,27,5' 10",179,Argentina,Inactive,No Twitter
18,D,Gonzalo Jara,Chile,29,5' 10",170,Chile,Inactive,No Twitter
7,F,Mustapha Jarju,,28,6',160,Gambia,Inactive,No Twitter
22,M,Omar Jasseh,,22,5' 7",145,Gambia,Inactive,No Twitter
13,D,Ante Jazic,,38,5' 11",175,Canada,Inactive,@AnteJazic
15,M,Mile Jedinak,Australia,30,6' 2",192,Australia,Inactive,No Twitter
10,M,Jéferson,,30,5' 10",167,Brazil,Inactive,No Twitter
1,GK,Jefferson,Brazil,32,6' 2",176,Brazil,Inactive,No Twitter
,D,Matt Jeffery,,21,6' 4",200,,Inactive,No Twitter
9,F,Nikica Jelavic,Croatia,29,6' 2",194,Bosnia and Herzegovina,Inactive,No Twitter
